measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Central Latin America,Both,All Ages,Depressive disorders,Number,2018,8058684.44,9001445.161,7217659.423
Prevalence,Gifu,Both,All Ages,Depressive disorders,Number,2018,41611.52987,46481.72234,37468.55473
Prevalence,Northern Mariana Islands,Both,All Ages,Depressive disorders,Number,2018,1421.686681,1678.967022,1214.302197
Prevalence,Ecuador,Both,All Ages,Depressive disorders,Number,2019,576077.9779,662436.8145,498547.8435
Prevalence,South Sudan,Both,All Ages,Depressive disorders,Number,2018,302389.6117,348916.6939,260754.6414
Prevalence,South Tyneside,Both,All Ages,Depressive disorders,Number,2018,7149.984608,7955.276319,6366.69635
Prevalence,Puerto Rico,Both,All Ages,Depressive disorders,Number,2018,123801.3206,140650.5981,108784.8642
Prevalence,Sweden,Both,All Ages,Depressive disorders,Number,2018,479878.4656,525540.516,437424.0187
Prevalence,Michoac?n de Ocampo,Both,All Ages,Depressive disorders,Number,2018,168028.3594,185858.0159,150840.4888
Prevalence,Richmond upon Thames,Both,All Ages,Depressive disorders,Number,2018,9361.329705,10478.96124,8361.559022
Prevalence,Derbyshire,Both,All Ages,Depressive disorders,Number,2018,38742.16491,43154.54597,34720.16459
Prevalence,Micronesia (Federated States of),Both,All Ages,Depressive disorders,Number,2018,2787.871372,3264.349611,2412.953054
Prevalence,Georgia,Both,All Ages,Depressive disorders,Number,2019,149259.6137,169314.6026,130731.0318
Prevalence,Plymouth,Both,All Ages,Depressive disorders,Number,2018,12885.63301,14335.609,11476.95071
Prevalence,Mato Grosso,Both,All Ages,Depressive disorders,Number,2018,136982.6801,151640.9343,123868.8543
Prevalence,Cabo Verde,Both,All Ages,Depressive disorders,Number,2018,26024.74506,29793.04214,22674.13137
Prevalence,Bengkulu,Both,All Ages,Depressive disorders,Number,2018,44478.35403,50276.13116,39313.7959
Prevalence,South Asia,Both,All Ages,Depressive disorders,Number,2018,64412409.16,71251329.85,57876105.18
Prevalence,High-income North America,Both,All Ages,Depressive disorders,Number,2019,16575956.6,18228439.24,15066609.31
Prevalence,Bury,Both,All Ages,Depressive disorders,Number,2018,8999.317681,10013.1069,8033.234437
Prevalence,Kiambu,Both,All Ages,Depressive disorders,Number,2018,77156.88566,86332.90695,68804.55686
Prevalence,Mali,Both,All Ages,Depressive disorders,Number,2018,502113.1709,587361.0551,428469.7591
Prevalence,Micronesia (Federated States of),Both,All Ages,Depressive disorders,Number,2019,2814.566017,3278.662513,2418.384785
Prevalence,Republic of Korea,Both,All Ages,Depressive disorders,Number,2019,1347881.327,1516315.589,1203177.7
Prevalence,Peru,Both,All Ages,Depressive disorders,Number,2018,749096.9284,869769.35,647073.9855
Prevalence,Buckinghamshire,Both,All Ages,Depressive disorders,Number,2018,24846.36727,27652.12546,22219.86841
Prevalence,Peru,Both,All Ages,Depressive disorders,Number,2019,762965.7405,881951.3286,661648.6874
Prevalence,G20,Both,All Ages,Depressive disorders,Number,2018,177630423.3,194919096.2,161564770.5
Prevalence,Chiapas,Both,All Ages,Depressive disorders,Number,2018,187266.0067,209149.8207,167858.0374
Prevalence,Kingston upon Thames,Both,All Ages,Depressive disorders,Number,2018,7993.054975,8950.636893,7141.770205
Prevalence,Croatia,Both,All Ages,Depressive disorders,Number,2019,168656.3074,193475.7696,147873.5942
Prevalence,Eritrea,Both,All Ages,Depressive disorders,Number,2018,239843.2019,277498.5306,206870.4765
Prevalence,Mauritania,Both,All Ages,Depressive disorders,Number,2019,113968.2977,132610.8118,97833.63
Prevalence,Arkansas,Both,All Ages,Depressive disorders,Number,2018,166481.729,182946.0253,152583.4995
Prevalence,Zambia,Both,All Ages,Depressive disorders,Number,2018,537202.2008,628167.3696,463220.4406
Prevalence,Tajikistan,Both,All Ages,Depressive disorders,Number,2018,223654.487,262818.173,193432.0642
Prevalence,Colima,Both,All Ages,Depressive disorders,Number,2018,27604.19933,30678.83768,24835.77298
Prevalence,Kenya,Both,All Ages,Depressive disorders,Number,2018,1780043.597,1986324.649,1585557.308
Prevalence,TharakaNithi,Both,All Ages,Depressive disorders,Number,2018,5664.356611,6306.871395,5058.423022
Prevalence,Bulgaria,Both,All Ages,Depressive disorders,Number,2019,248876.486,285753.5009,217279.3097
Prevalence,?ita,Both,All Ages,Depressive disorders,Number,2018,28386.73019,31054.04186,26025.57809
Prevalence,Panama,Both,All Ages,Depressive disorders,Number,2019,123699.4598,142266.9995,107454.2371
Prevalence,Aichi,Both,All Ages,Depressive disorders,Number,2018,183477.1329,200718.9263,167443.5603
Prevalence,Antigua and Barbuda,Both,All Ages,Depressive disorders,Number,2018,2951.189461,3420.603057,2564.686432
Prevalence,Canada,Both,All Ages,Depressive disorders,Number,2018,1266070.146,1440537.194,1131223.06
Prevalence,Turkey,Both,All Ages,Depressive disorders,Number,2019,3593252.306,4141993.378,3111567.439
Prevalence,Comoros,Both,All Ages,Depressive disorders,Number,2019,27271.00844,31643.03288,23493.95497
Prevalence,Palestine,Both,All Ages,Depressive disorders,Number,2018,258214.4382,300452.2747,222283.1306
Prevalence,Middle East & North Africa - WB,Both,All Ages,Depressive disorders,Number,2018,19824587.06,22695790.82,17199530.07
Prevalence,Idaho,Both,All Ages,Depressive disorders,Number,2018,87560.80617,95863.509,79934.30823
Prevalence,Wiltshire,Both,All Ages,Depressive disorders,Number,2018,23884.86882,26460.49251,21359.5574
Prevalence,Tabasco,Both,All Ages,Depressive disorders,Number,2018,97339.74533,108637.0932,87201.15574
Prevalence,Asia,Both,All Ages,Depressive disorders,Number,2018,155574213.3,172115495.4,139893450.3
Prevalence,World Bank Low Income,Both,All Ages,Depressive disorders,Number,2018,23864236.39,27340971.25,20791217.88
Prevalence,Kyrgyzstan,Both,All Ages,Depressive disorders,Number,2018,199441.8044,228900.9087,174026.0978
Prevalence,Lithuania,Both,All Ages,Depressive disorders,Number,2018,146807.7753,166111.2032,130539.5507
Prevalence,South Asia,Both,All Ages,Depressive disorders,Number,2019,65555844.67,72839876.98,58644076.52
Prevalence,Maldives,Both,All Ages,Depressive disorders,Number,2018,14478.62461,17040.92613,12493.87462
Prevalence,Angola,Both,All Ages,Depressive disorders,Number,2018,1203809.049,1405860.101,1027842.597
Prevalence,Commonwealth Middle Income,Both,All Ages,Depressive disorders,Number,2018,69265763.99,76821455.81,62315035.78
Prevalence,Shropshire,Both,All Ages,Depressive disorders,Number,2018,15700.81372,17434.07762,14127.40816
Prevalence,Marshall Islands,Both,All Ages,Depressive disorders,Number,2019,1523.509699,1796.572805,1299.226745
Prevalence,Djibouti,Both,All Ages,Depressive disorders,Number,2019,45995.48973,53818.08208,39378.77303
Prevalence,Haiti,Both,All Ages,Depressive disorders,Number,2018,392704.3863,457812.9728,337188.5476
Prevalence,Laikipia,Both,All Ages,Depressive disorders,Number,2018,17106.99265,19040.46133,15310.61253
Prevalence,American Samoa,Both,All Ages,Depressive disorders,Number,2018,1411.761751,1651.013766,1210.730917
Prevalence,Central Latin America,Both,All Ages,Depressive disorders,Number,2019,8198221.389,9149474.486,7326650.446
Prevalence,Lesotho,Both,All Ages,Depressive disorders,Number,2018,101304.5466,116942.4029,87773.63066
Prevalence,Eritrea,Both,All Ages,Depressive disorders,Number,2019,248050.7503,286887.8087,212755.1613
Prevalence,Brighton and Hove,Both,All Ages,Depressive disorders,Number,2018,14106.38762,15873.83569,12577.86927
Prevalence,Malaysia,Both,All Ages,Depressive disorders,Number,2019,1184286.53,1353880.381,1036096.521
Prevalence,Darlington,Both,All Ages,Depressive disorders,Number,2018,5333.05951,5934.605371,4776.315484
Prevalence,South-East Asia Region,Both,All Ages,Depressive disorders,Number,2018,69477886.32,77025332.15,62398487.87
Prevalence,United Republic of Tanzania,Both,All Ages,Depressive disorders,Number,2019,1922665.021,2230931.058,1645231.416
Prevalence,Bulgaria,Both,All Ages,Depressive disorders,Number,2018,250511.7599,289720.7287,219281.4226
Prevalence,Hillingdon,Both,All Ages,Depressive disorders,Number,2018,13930.78027,15582.18821,12381.58156
Prevalence,North Carolina,Both,All Ages,Depressive disorders,Number,2018,430301.2198,476947.0494,388624.6527
Prevalence,Brazil,Both,All Ages,Depressive disorders,Number,2018,8814508.739,9666851.263,8066585.218
Prevalence,Virginia,Both,All Ages,Depressive disorders,Number,2018,419507.292,461854.9009,382632.9184
Prevalence,Morocco,Both,All Ages,Depressive disorders,Number,2018,1863906.121,2153583.937,1625862.366
Prevalence,Bali,Both,All Ages,Depressive disorders,Number,2018,111726.8811,125643.2243,98555.0573
Prevalence,Tropical Latin America,Both,All Ages,Depressive disorders,Number,2018,9065539.898,9951577.772,8291461.211
Prevalence,Santa Catarina,Both,All Ages,Depressive disorders,Number,2018,364359.4697,399537.5823,330932.6428
Prevalence,Saga,Both,All Ages,Depressive disorders,Number,2018,19927.82845,21770.01836,18236.38066
Prevalence,Low SDI,Both,All Ages,Depressive disorders,Number,2018,35326503.41,40174099.02,31051489.16
Prevalence,Acre,Both,All Ages,Depressive disorders,Number,2018,34787.67701,38424.43514,31430.6832
Prevalence,Guyana,Both,All Ages,Depressive disorders,Number,2018,38671.19607,44395.21778,33550.67604
Prevalence,Turkana,Both,All Ages,Depressive disorders,Number,2018,45522.91603,51416.68962,40448.22884
Prevalence,Wokingham,Both,All Ages,Depressive disorders,Number,2018,7448.68026,8299.063407,6667.148951
Prevalence,Greece,Both,All Ages,Depressive disorders,Number,2018,627655.4407,700479.494,558532.6451
Prevalence,Luton,Both,All Ages,Depressive disorders,Number,2018,9778.031683,10987.98942,8671.407779
Prevalence,Commonwealth High Income,Both,All Ages,Depressive disorders,Number,2018,6022983.462,6645374.863,5435445.079
Prevalence,Jordan,Both,All Ages,Depressive disorders,Number,2019,457273.5612,532445.234,390700.7057
Prevalence,Somalia,Both,All Ages,Depressive disorders,Number,2019,653844.0667,768515.1087,557204.3
Prevalence,Par?,Both,All Ages,Depressive disorders,Number,2018,287172.1139,321655.0105,256292.3109
Prevalence,Niger,Both,All Ages,Depressive disorders,Number,2018,574989.7935,664899.2873,492427.8831
Prevalence,Netherlands,Both,All Ages,Depressive disorders,Number,2019,713508.4638,811266.3795,630145.8524
Prevalence,West Midlands,Both,All Ages,Depressive disorders,Number,2018,277507.3158,308221.7646,248246.5971
Prevalence,El Salvador,Both,All Ages,Depressive disorders,Number,2018,212814.9731,245292.8969,187430.1768
Prevalence,North Macedonia,Both,All Ages,Depressive disorders,Number,2019,67860.2043,78671.98905,59215.68858
Prevalence,Devon,Both,All Ages,Depressive disorders,Number,2018,37654.16742,41665.26651,33729.80044
Prevalence,Nakuru,Both,All Ages,Depressive disorders,Number,2018,69752.30398,78104.04805,62144.59369
Prevalence,Staffordshire,Both,All Ages,Depressive disorders,Number,2018,42538.99952,47292.91185,38029.91651
Prevalence,South West England,Both,All Ages,Depressive disorders,Number,2018,267328.7898,296824.1432,239472.7802
Prevalence,Oregon,Both,All Ages,Depressive disorders,Number,2018,205721.2188,225748.0726,187824.6135
Prevalence,Central Sub-Saharan Africa,Both,All Ages,Depressive disorders,Number,2019,5523829.345,6418857.466,4716492.78
Prevalence,Wirral,Both,All Ages,Depressive disorders,Number,2018,15774.37957,17554.68109,14145.42705
Prevalence,African Region,Both,All Ages,Depressive disorders,Number,2018,36233907.39,41216511.13,31721159.09
Prevalence,Sub-Saharan Africa - WB,Both,All Ages,Depressive disorders,Number,2019,37866984.91,43087156.27,33266322.01
Prevalence,Sierra Leone,Both,All Ages,Depressive disorders,Number,2018,266194.5063,309097.6039,229409.9449
Prevalence,East Nusa Tenggara,Both,All Ages,Depressive disorders,Number,2018,117903.4953,132577.2967,104106.7849
Prevalence,Paran?,Both,All Ages,Depressive disorders,Number,2018,483584.325,528304.3297,441631.7351
Prevalence,Poole,Both,All Ages,Depressive disorders,Number,2018,7508.934074,8326.733888,6747.884776
Prevalence,Tocantins,Both,All Ages,Depressive disorders,Number,2018,65994.74846,72576.95283,60065.80356
Prevalence,Oaxaca,Both,All Ages,Depressive disorders,Number,2018,141907.688,156781.7319,128137.3668
Prevalence,Southern Sub-Saharan Africa,Both,All Ages,Depressive disorders,Number,2018,3059820.305,3417291.401,2741901.311
Prevalence,Greater London,Both,All Ages,Depressive disorders,Number,2018,418488.5906,470549.6176,372019.133
Prevalence,Liberia,Both,All Ages,Depressive disorders,Number,2019,170533.5952,197057.2816,146880.6131
Prevalence,Suffolk,Both,All Ages,Depressive disorders,Number,2018,37216.41576,41372.05876,33283.84006
Prevalence,Garissa,Both,All Ages,Depressive disorders,Number,2018,30933.52559,35027.92028,27613.85684
Prevalence,Denmark,Both,All Ages,Depressive disorders,Number,2019,240587.8893,273300.2289,212464.7657
Prevalence,Iraq,Both,All Ages,Depressive disorders,Number,2019,1548299.022,1797093.512,1338373.847
Prevalence,Yemen,Both,All Ages,Depressive disorders,Number,2018,1229825.865,1434237.889,1062039.457
Prevalence,East Asia,Both,All Ages,Depressive disorders,Number,2018,51406258.72,57075267.53,46274469.57
Prevalence,Belarus,Both,All Ages,Depressive disorders,Number,2018,462493.4761,523992.0716,404482.4028
Prevalence,California,Both,All Ages,Depressive disorders,Number,2018,1633128.831,1803204.25,1482054.918
Prevalence,Nagasaki,Both,All Ages,Depressive disorders,Number,2018,33246.99547,36317.71676,30454.65194
Prevalence,Guyana,Both,All Ages,Depressive disorders,Number,2019,38368.26184,44045.04197,32938.61021
Prevalence,Missouri,Both,All Ages,Depressive disorders,Number,2018,274907.2706,304173.2898,250568.211
Prevalence,China,Both,All Ages,Depressive disorders,Number,2019,50056236.49,55580675.6,45045176.17
Prevalence,East Sussex,Both,All Ages,Depressive disorders,Number,2018,26747.97329,29734.51647,23961.0141
Prevalence,Ethiopia,Both,All Ages,Depressive disorders,Number,2019,3564297.991,4050385.533,3129550.832
Prevalence,Sub-Saharan Africa - WB,Both,All Ages,Depressive disorders,Number,2018,36663124.4,41727636.11,32109633.64
Prevalence,Azerbaijan,Both,All Ages,Depressive disorders,Number,2019,304934.6655,357743.9248,263094.7669
Prevalence,Democratic People's Republic of Korea,Both,All Ages,Depressive disorders,Number,2018,820235.9688,971342.0538,702550.0088
Prevalence,Papua New Guinea,Both,All Ages,Depressive disorders,Number,2019,259211.0604,303148.7306,219934.6277
Prevalence,Commonwealth Low Income,Both,All Ages,Depressive disorders,Number,2018,14677271.07,16728794.42,12870139.27
Prevalence,Southeast Sulawesi,Both,All Ages,Depressive disorders,Number,2018,57711.55683,65112.93737,50794.77436
Prevalence,County Durham,Both,All Ages,Depressive disorders,Number,2018,25559.23443,28296.95131,22758.61582
Prevalence,Bolivia (Plurinational State of),Both,All Ages,Depressive disorders,Number,2019,372370.7364,429435.0453,324440.451
Prevalence,Bahamas,Both,All Ages,Depressive disorders,Number,2018,12369.30586,14269.05794,10732.48515
Prevalence,North Somerset,Both,All Ages,Depressive disorders,Number,2018,10243.18538,11372.25085,9204.318287
Prevalence,Palau,Both,All Ages,Depressive disorders,Number,2018,653.3880066,778.5271589,546.6602725
Prevalence,South Asia,Both,All Ages,Depressive disorders,Number,2018,64412409.16,71251329.85,57876105.18
Prevalence,Lampung,Both,All Ages,Depressive disorders,Number,2018,195968.5354,220898.0731,173154.0565
Prevalence,Brazil,Both,All Ages,Depressive disorders,Number,2019,8931544.576,9792301.521,8149873.499
Prevalence,Sonora,Both,All Ages,Depressive disorders,Number,2018,109694.7741,122032.287,98257.54948
Prevalence,Uruguay,Both,All Ages,Depressive disorders,Number,2019,108190.8437,122918.527,94291.7586
Prevalence,Nairobi,Both,All Ages,Depressive disorders,Number,2018,165024.8283,187255.3387,145800.6218
Prevalence,Bangka-Belitung Islands,Both,All Ages,Depressive disorders,Number,2018,32998.42893,37033.28282,29131.90966
Prevalence,Central African Republic,Both,All Ages,Depressive disorders,Number,2018,236124.8739,275492.4743,201655.6935
Prevalence,Finland,Both,All Ages,Depressive disorders,Number,2019,261800.1224,294557.9425,233552.8757
Prevalence,Congo,Both,All Ages,Depressive disorders,Number,2018,239232.2003,278017.9958,205013.7333
Prevalence,World Bank Lower Middle Income,Both,All Ages,Depressive disorders,Number,2018,105980179.4,118187180.9,94740224
Prevalence,Coahuila,Both,All Ages,Depressive disorders,Number,2018,112914.2778,125334.561,101406.7049
Prevalence,Okayama,Both,All Ages,Depressive disorders,Number,2018,46192.88949,50380.8076,42238.96749
Prevalence,Belarus,Both,All Ages,Depressive disorders,Number,2019,456448.8293,518439.4529,399662.8702
Prevalence,Papua New Guinea,Both,All Ages,Depressive disorders,Number,2018,251940.5814,295188.5382,214479.6762
Prevalence,Europe,Both,All Ages,Depressive disorders,Number,2018,35948475.53,39805654.33,32474860.59
Prevalence,Kiribati,Both,All Ages,Depressive disorders,Number,2019,3112.938672,3645.281764,2651.984921
Prevalence,Tropical Latin America,Both,All Ages,Depressive disorders,Number,2019,9186321.485,10077884.84,8372440.983
Prevalence,Mississippi,Both,All Ages,Depressive disorders,Number,2018,145122.0306,159555.9923,131835.9078
Prevalence,Botswana,Both,All Ages,Depressive disorders,Number,2018,90331.04977,104889.7612,77916.89684
Prevalence,Tunisia,Both,All Ages,Depressive disorders,Number,2019,634834.2289,732689.6076,548999.5203
Prevalence,Yemen,Both,All Ages,Depressive disorders,Number,2019,1273205.627,1482766.058,1091106.702
Prevalence,South Asia - WB,Both,All Ages,Depressive disorders,Number,2018,66484045.74,73673472.04,59737422.86
Prevalence,WHO region,Both,All Ages,Depressive disorders,Number,2018,274511640.5,304039735,247665419.3
Prevalence,Florida,Both,All Ages,Depressive disorders,Number,2018,1043669.208,1152042.694,948973.7155
Prevalence,Utah,Both,All Ages,Depressive disorders,Number,2018,177524.3883,196322.9079,161255.7128
Prevalence,China,Both,All Ages,Depressive disorders,Number,2018,49776887.03,55231671.43,44803922.05
Prevalence,World Bank Regions,Both,All Ages,Depressive disorders,Number,2018,275211800.9,304829111.5,248310270.3
Prevalence,Cornwall,Both,All Ages,Depressive disorders,Number,2018,27315.83043,30396.70658,24436.6201
Prevalence,Australasia,Both,All Ages,Depressive disorders,Number,2018,1310552.846,1482980.483,1166526.362
Prevalence,Tlaxcala,Both,All Ages,Depressive disorders,Number,2018,46167.00659,51515.13052,41267.3272
Prevalence,Cameroon,Both,All Ages,Depressive disorders,Number,2018,953989.4578,1105749.145,827877.9022
Prevalence,European Region,Both,All Ages,Depressive disorders,Number,2018,38507055.22,42625482.14,34732558.85
Prevalence,Bungoma,Both,All Ages,Depressive disorders,Number,2018,37338.4705,41791.7697,33404.22911
Prevalence,Medway,Both,All Ages,Depressive disorders,Number,2018,13035.81812,14522.93224,11610.88108
Prevalence,Solomon Islands,Both,All Ages,Depressive disorders,Number,2018,15753.84431,18505.40256,13450.59663
Prevalence,Nayarit,Both,All Ages,Depressive disorders,Number,2018,43367.10825,48015.45182,38914.78094
Prevalence,South Sulawesi,Both,All Ages,Depressive disorders,Number,2018,210658.9507,237619.42,187083.3996
Prevalence,Eastern Europe,Both,All Ages,Depressive disorders,Number,2019,8575566.663,9496273.745,7687963.025
Prevalence,Hawaii,Both,All Ages,Depressive disorders,Number,2018,67045.66839,73752.43362,61098.37536
Prevalence,Pernambuco,Both,All Ages,Depressive disorders,Number,2018,448555.7855,489745.7894,410447.9337
Prevalence,Republic of Korea,Both,All Ages,Depressive disorders,Number,2018,1339993.311,1495365.056,1208208.19
Prevalence,Rutland,Both,All Ages,Depressive disorders,Number,2018,1893.657191,2105.511438,1703.208875
Prevalence,Global,Both,All Ages,Depressive disorders,Number,2019,279606278.7,310265982.9,251599223.3
Prevalence,Amap?,Both,All Ages,Depressive disorders,Number,2018,33639.99097,37301.67646,30362.34845
Prevalence,Malaysia,Both,All Ages,Depressive disorders,Number,2018,1160074.895,1320717.085,1023902.805
Prevalence,Uganda,Both,All Ages,Depressive disorders,Number,2018,1735318.63,2007194.698,1492528.287
Prevalence,"Southeast Asia, East Asia, and Oceania",Both,All Ages,Depressive disorders,Number,2019,70519569.05,78609171.37,63106245.32
Prevalence,Chihuahua,Both,All Ages,Depressive disorders,Number,2018,132095.5196,146916.8756,118365.5083
Prevalence,Malta,Both,All Ages,Depressive disorders,Number,2019,16423.38885,18876.49369,14309.68816
Prevalence,Hokkaid?,Both,All Ages,Depressive disorders,Number,2018,135632.293,147130.0863,123062.4745
Prevalence,Alaska,Both,All Ages,Depressive disorders,Number,2018,37630.695,41574.04655,34186.46098
Prevalence,Canada,Both,All Ages,Depressive disorders,Number,2019,1281759.258,1475848.868,1137285.64
Prevalence,Yorkshire and the Humber,Both,All Ages,Depressive disorders,Number,2018,262890.1713,292737.5664,235189.6634
Prevalence,Monaco,Both,All Ages,Depressive disorders,Number,2019,1866.238894,2192.81853,1594.824343
Prevalence,Maldives,Both,All Ages,Depressive disorders,Number,2019,15100.33866,17905.7985,12969.3187
Prevalence,World Bank Upper Middle Income,Both,All Ages,Depressive disorders,Number,2018,96177296.96,106416289.9,86798496.39
Prevalence,Yamaguchi,Both,All Ages,Depressive disorders,Number,2018,34768.81373,38106.58138,31774.75944
Prevalence,Cumbria,Both,All Ages,Depressive disorders,Number,2018,24856.99249,27589.25594,22265.62439
Prevalence,Oklahoma,Both,All Ages,Depressive disorders,Number,2018,206234.5978,226568.7161,187993.9556
Prevalence,Amazonas,Both,All Ages,Depressive disorders,Number,2018,136483.0069,151713.1242,123028.3138
Prevalence,Bedford,Both,All Ages,Depressive disorders,Number,2018,7720.09763,8581.372128,6885.163753
Prevalence,Para?ba,Both,All Ages,Depressive disorders,Number,2018,168832.8849,184312.9626,154041.7023
Prevalence,Derby,Both,All Ages,Depressive disorders,Number,2018,12211.78584,13594.42552,10921.56027
Prevalence,Norway,Both,All Ages,Depressive disorders,Number,2018,195097.4564,217984.5733,173969.4901
Prevalence,Romania,Both,All Ages,Depressive disorders,Number,2018,649990.8812,746165.4603,569154.5117
Prevalence,Japan,Both,All Ages,Depressive disorders,Number,2019,3256954.784,3547142.191,2989234.302
Prevalence,Tameside,Both,All Ages,Depressive disorders,Number,2018,10826.117,12019.5478,9666.782308
Prevalence,Nyamira,Both,All Ages,Depressive disorders,Number,2018,23453.25948,26184.45905,20916.18136
Prevalence,Yogyakarta,Both,All Ages,Depressive disorders,Number,2018,98762.89028,110556.14,87472.88683
Prevalence,Banten,Both,All Ages,Depressive disorders,Number,2018,254626.2303,287197.3574,225024.6715
Prevalence,Tunisia,Both,All Ages,Depressive disorders,Number,2018,621196.8853,713212.4465,538931.7016
Prevalence,TransNzoia,Both,All Ages,Depressive disorders,Number,2018,34402.2633,38495.17147,30576.06263
Prevalence,Hungary,Both,All Ages,Depressive disorders,Number,2018,362730.3889,417405.0593,319904.8829
Prevalence,North America,Both,All Ages,Depressive disorders,Number,2018,16470978.5,18096978.5,15066534.77
Prevalence,Tower Hamlets,Both,All Ages,Depressive disorders,Number,2018,13707.37876,15880.18437,11958.45431
Prevalence,Kitui,Both,All Ages,Depressive disorders,Number,2018,41868.82138,46495.8775,37626.89224
Prevalence,Nordic Region,Both,All Ages,Depressive disorders,Number,2018,1184009.777,1303817.173,1079575.797
Prevalence,Chiba,Both,All Ages,Depressive disorders,Number,2018,155399.5518,169969.2335,142143.7806
Prevalence,Mongolia,Both,All Ages,Depressive disorders,Number,2019,129667.3037,149407.4846,111331.6994
Prevalence,Sheffield,Both,All Ages,Depressive disorders,Number,2018,27434.05384,30642.09175,24487.62988
Prevalence,Angola,Both,All Ages,Depressive disorders,Number,2019,1247865.434,1463173.438,1063352.429
Prevalence,Bath and North East Somerset,Both,All Ages,Depressive disorders,Number,2018,8601.293973,9563.256682,7687.931471
Prevalence,Timor-Leste,Both,All Ages,Depressive disorders,Number,2018,30138.37217,35068.16408,26087.30407
Prevalence,Sutton,Both,All Ages,Depressive disorders,Number,2018,9444.475217,10574.24167,8431.088377
Prevalence,Stockport,Both,All Ages,Depressive disorders,Number,2018,13643.00078,15148.93727,12226.66625
Prevalence,Four World Regions,Both,All Ages,Depressive disorders,Number,2018,275140882.1,304740371.9,248241973.2
Prevalence,Michigan,Both,All Ages,Depressive disorders,Number,2018,464651.7066,509060.5069,425751.4998
Prevalence,Iwate,Both,All Ages,Depressive disorders,Number,2018,33276.23058,36161.69913,30318.07337
Prevalence,Coventry,Both,All Ages,Depressive disorders,Number,2018,15233.47428,17050.02422,13518.3603
Prevalence,East of England,Both,All Ages,Depressive disorders,Number,2018,295215.0332,327959.2743,264400.6281
Prevalence,Hertfordshire,Both,All Ages,Depressive disorders,Number,2018,55848.79017,62174.19533,49964.09063
Prevalence,Jamaica,Both,All Ages,Depressive disorders,Number,2019,93123.96983,107994.3228,80662.14743
Prevalence,Kenya,Both,All Ages,Depressive disorders,Number,2019,1844799.487,2060477.434,1643359.823
Prevalence,Kumamoto,Both,All Ages,Depressive disorders,Number,2018,43852.26227,47814.36629,40096.43195
Prevalence,Latin America & Caribbean - WB,Both,All Ages,Depressive disorders,Number,2019,22856887.13,25369233.94,20580200.79
Prevalence,Switzerland,Both,All Ages,Depressive disorders,Number,2018,387994.4727,431607.8674,346853.5976
Prevalence,Calderdale,Both,All Ages,Depressive disorders,Number,2018,10237.95944,11438.51994,9099.506227
Prevalence,Mali,Both,All Ages,Depressive disorders,Number,2019,525717.5641,613205.1853,449057.2228
Prevalence,Lamu,Both,All Ages,Depressive disorders,Number,2018,4763.454548,5311.648562,4246.375578
Prevalence,TanaRiver,Both,All Ages,Depressive disorders,Number,2018,9326.610919,10485.92132,8295.145965
Prevalence,Lincolnshire,Both,All Ages,Depressive disorders,Number,2018,36973.39711,41037.85603,33194.177
Prevalence,Vanuatu,Both,All Ages,Depressive disorders,Number,2018,7281.815447,8491.195726,6247.218822
Prevalence,Middle SDI,Both,All Ages,Depressive disorders,Number,2018,82149922.97,91055464.36,73786126.42
Prevalence,Dudley,Both,All Ages,Depressive disorders,Number,2018,15319.50537,17033.18352,13697.72062
Prevalence,OECD Countries,Both,All Ages,Depressive disorders,Number,2018,53316192.82,58714465.04,48529497.73
Prevalence,Pakistan,Both,All Ages,Depressive disorders,Number,2019,6886761.663,7829795.418,6060425.952
Prevalence,Wakayama,Both,All Ages,Depressive disorders,Number,2018,24142.50803,26481.74082,21990.68833
Prevalence,Singapore,Both,All Ages,Depressive disorders,Number,2019,131234.3818,148618.1433,116625.948
Prevalence,Machakos,Both,All Ages,Depressive disorders,Number,2018,43455.41999,48467.77399,38839.40731
Prevalence,Tochigi,Both,All Ages,Depressive disorders,Number,2018,48752.16567,52977.66166,44541.11915
Prevalence,Kent,Both,All Ages,Depressive disorders,Number,2018,74395.61482,82611.05638,66611.09168
Prevalence,Lao People's Democratic Republic,Both,All Ages,Depressive disorders,Number,2019,182923.8916,216262.4948,156111.3442
Prevalence,Hartlepool,Both,All Ages,Depressive disorders,Number,2018,4472.893585,4965.52756,3995.627819
Prevalence,Havering,Both,All Ages,Depressive disorders,Number,2018,12059.17696,13354.14795,10795.52067
Prevalence,South Asia,Both,All Ages,Depressive disorders,Number,2019,65555844.67,72839876.98,58644076.52
Prevalence,Norway,Both,All Ages,Depressive disorders,Number,2019,195502.0465,218320.3724,174712.1792
Prevalence,Gunma,Both,All Ages,Depressive disorders,Number,2018,49559.28362,54007.68796,45471.94393
Prevalence,Lewisham,Both,All Ages,Depressive disorders,Number,2018,13829.99881,15512.11487,12241.57465
Prevalence,Rochdale,Both,All Ages,Depressive disorders,Number,2018,10167.30228,11328.79351,9044.361666
Prevalence,Nagano,Both,All Ages,Depressive disorders,Number,2018,51181.77012,55926.83771,46797.81677
Prevalence,Minnesota,Both,All Ages,Depressive disorders,Number,2018,252243.219,277005.4483,230133.4064
Prevalence,Central Bedfordshire,Both,All Ages,Depressive disorders,Number,2018,12986.29586,14478.97788,11578.03223
Prevalence,Salford,Both,All Ages,Depressive disorders,Number,2018,11835.42314,13260.02661,10540.23216
